CustomerID,Recency,Frequency,Monetary,AvgTransactionValue,Tenure,MonthlyFrequency,Cluster
12395,19,12,3018.63,251.5525,371,0.9703504043126684,0
12397,36,2,2409.9,1204.95,135,0.4444444444444444,1
12398,46,1,1635.6599999999999,1635.6599999999999,46,0.6521739130434783,1
12399,119,4,1108.65,277.1625,262,0.45801526717557256,0
12401,303,1,84.3,84.3,303,0.09900990099009901,0
12402,323,1,225.6,225.6,323,0.09287925696594426,0
12403,50,1,427.7,427.7,50,0.6,1
12405,149,1,1710.39,1710.39,149,0.20134228187919462,1
12406,22,2,3415.3,1707.65,184,0.32608695652173914,1
12407,50,5,1708.1200000000001,341.624,264,0.5681818181818181,0
12408,33,5,2888.55,577.71,260,0.576923076923077,0
12409,79,3,11072.67,3690.89,183,0.49180327868852464,1
12410,309,2,693.3299999999999,346.66499999999996,309,0.1941747572815534,0
12412,75,3,1226.88,408.96000000000004,169,0.5325443786982248,1
12413,67,3,758.1,252.70000000000002,337,0.26706231454005935,0
12414,217,3,562.41,187.47,310,0.29032258064516125,0
12415,24,21,124914.53,5948.310952380953,338,1.863905325443787,2
12417,3,9,3649.1,405.4555555555555,358,0.7541899441340782,0
12418,113,1,668.58,668.58,113,0.26548672566371684,1
12420,64,1,600.39,600.39,64,0.46875,1
12421,16,4,807.04,201.76,319,0.3761755485893417,0
12422,96,3,803.5600000000001,267.85333333333335,325,0.2769230769230769,0
12423,1,8,1859.31,232.41375,354,0.6779661016949152,0
12424,163,2,1760.96,880.48,163,0.36809815950920244,1
12425,78,1,777.2,777.2,78,0.3846153846153846,1
12426,195,1,582.73,582.73,195,0.15384615384615385,0
12427,22,3,825.8,275.26666666666665,372,0.24193548387096772,0
12428,26,9,7956.46,884.0511111111111,284,0.9507042253521126,0
12429,9,4,3750.4,937.6,366,0.3278688524590164,0
12430,43,1,256.4,256.4,43,0.6976744186046512,1
12431,36,15,6487.45,432.49666666666667,374,1.2032085561497325,0
12432,43,5,5059.32,1011.8639999999999,172,0.872093023255814,1
12433,1,7,13375.87,1910.8385714285716,373,0.5630026809651475,0
12434,85,2,806.14,403.07,260,0.23076923076923078,0
12435,80,2,7829.89,3914.945,268,0.22388059701492538,0
12436,100,1,509.01,509.01,100,0.3,1
12437,2,18,4951.41,275.0783333333333,331,1.6314199395770392,0
12438,14,2,2906.85,1453.425,140,0.42857142857142855,1
12441,367,1,173.55,173.55,367,0.08174386920980926,0
12442,3,1,172.06,172.06,3,10.0,1
12444,21,5,5005.46,1001.092,171,0.8771929824561403,1
12445,22,1,133.4,133.4,22,1.3636363636363638,1
12446,58,1,1002.3100000000001,1002.3100000000001,58,0.5172413793103449,1
12447,243,1,476.49,476.49,243,0.1234567901234568,0
12448,44,1,449.45,449.45,44,0.6818181818181819,1
12449,22,4,4067.29,1016.8225,187,0.6417112299465241,1
12450,156,2,197.88,98.94,173,0.3468208092485549,0
12451,11,5,9035.52,1807.104,325,0.4615384615384615,0
12452,17,2,430.57,215.285,17,3.5294117647058822,1
12453,134,1,707.09,707.09,134,0.22388059701492538,1
12454,56,1,3528.34,3528.34,56,0.5357142857142857,1
12455,73,6,2466.86,411.1433333333334,297,0.6060606060606061,0
12456,44,3,3181.04,1060.3466666666666,255,0.35294117647058826,0
12457,66,7,2363.23,337.6042857142857,239,0.8786610878661087,0
12458,71,2,947.4,473.7,285,0.21052631578947367,0
12461,94,2,826.88,413.44,155,0.3870967741935484,1
12462,19,2,1189.59,594.795,303,0.19801980198019803,0
12463,53,4,1344.78,336.195,242,0.49586776859504134,0
12464,10,8,1212.05,151.50625,309,0.7766990291262136,0
12465,17,2,742.1899999999999,371.09499999999997,169,0.35502958579881655,1
12468,188,2,729.5400000000001,364.77000000000004,316,0.189873417721519,0
12471,2,30,19824.05,660.8016666666666,365,2.4657534246575343,0
12472,32,7,6572.11,938.8728571428571,369,0.5691056910569106,0
12473,29,5,3938.5499999999997,787.7099999999999,192,0.78125,1
12474,17,18,7375.79,409.7661111111111,330,1.6363636363636365,0
12475,54,1,723.38,723.38,54,0.5555555555555556,1
12476,16,11,6816.42,619.6745454545454,361,0.9141274238227147,0
12477,23,6,13219.74,2203.29,302,0.5960264900662252,0
12478,4,1,680.99,680.99,4,7.5,1
12479,11,1,527.2,527.2,11,2.7272727272727275,1
12480,28,4,3281.63,820.4075,336,0.35714285714285715,0
12481,23,10,5596.32,559.632,366,0.819672131147541,0
12483,17,8,2484.98,310.6225,339,0.7079646017699115,0
12484,33,6,4541.72,756.9533333333334,336,0.5357142857142857,0
12488,10,3,1298.66,432.8866666666667,76,1.1842105263157896,1
12489,336,1,334.93,334.93,336,0.08928571428571429,0
12490,5,10,5417.93,541.793,330,0.9090909090909091,0
12491,39,1,460.40000000000003,460.40000000000003,39,0.7692307692307692,1
12492,63,2,263.21000000000004,131.60500000000002,105,0.5714285714285714,1
12493,166,2,433.74,216.87,197,0.30456852791878175,0
12494,16,7,1246.1000000000001,178.01428571428573,366,0.5737704918032788,0
12497,82,1,1043.1,1043.1,82,0.36585365853658536,1
12498,21,3,403.70000000000005,134.5666666666667,58,1.5517241379310345,1
12500,23,11,4257.82,387.07454545454544,334,0.9880239520958084,0
12501,337,1,2169.39,2169.39,337,0.08902077151335312,0
12502,96,5,3723.87,744.774,310,0.48387096774193544,0
12504,18,2,482.04999999999995,241.02499999999998,30,2.0,1
12506,233,1,73.5,73.5,233,0.12875536480686695,0
12507,134,3,1304.81,434.93666666666667,299,0.3010033444816054,0
12508,26,2,398.27,199.135,29,2.0689655172413794,1
12509,284,1,176.5,176.5,284,0.1056338028169014,0
12510,143,2,982.5699999999999,491.28499999999997,325,0.1846153846153846,0
12512,66,2,138.03,69.015,66,0.9090909090909091,1
12513,113,1,612.29,612.29,113,0.26548672566371684,1
12514,267,1,1017.68,1017.68,267,0.11235955056179775,0
12515,353,1,383.7,383.7,353,0.08498583569405098,0
12516,78,2,1312.06,656.03,181,0.3314917127071823,1
12517,28,5,2502.84,500.56800000000004,190,0.7894736842105263,1
12518,1,5,2056.89,411.378,110,1.3636363636363638,1
12519,64,1,340.84,340.84,64,0.46875,1
12520,79,5,2634.26,526.8520000000001,274,0.5474452554744526,0
12521,143,1,599.68,599.68,143,0.2097902097902098,1
12522,39,2,192.72,96.36,51,1.1764705882352942,1
12523,19,11,1789.77,162.70636363636365,332,0.9939759036144579,0
12524,9,8,4485.72,560.715,334,0.718562874251497,0
12526,1,3,1316.66,438.8866666666667,94,0.9574468085106383,1
12527,82,3,348.71000000000004,116.23666666666668,326,0.2760736196319018,0
12528,9,6,1933.48,322.24666666666667,313,0.5750798722044729,0
12530,60,4,1662.28,415.57,337,0.3560830860534125,0
12531,15,1,125.22,125.22,15,2.0,1
12532,30,1,349.83000000000004,349.83000000000004,30,1.0,1
12534,131,1,1089.18,1089.18,131,0.22900763358778628,1
12535,92,2,716.35,358.175,187,0.32085561497326204,1
12536,43,3,12601.830000000002,4200.610000000001,59,1.5254237288135595,1
12538,29,1,363.95,363.95,29,1.0344827586206897,1
12539,22,4,5568.35,1392.0875,334,0.3592814371257485,0
12540,20,17,13400.24,788.2494117647059,362,1.408839779005525,0
12541,30,3,981.18,327.06,281,0.32028469750889677,0
12544,36,1,372.7,372.7,36,0.8333333333333334,1
12545,75,2,1000.39,500.195,260,0.23076923076923078,0
12546,47,2,1161.5,580.75,78,0.7692307692307692,1
12547,198,2,207.79999999999998,103.89999999999999,281,0.21352313167259784,0
12548,166,1,95.19999999999999,95.19999999999999,166,0.18072289156626506,1
12550,79,1,964.83,964.83,79,0.379746835443038,1
12551,358,1,168.0,168.0,358,0.08379888268156424,0
12552,39,2,437.82,218.91,40,1.5,1
12553,8,10,3692.28,369.228,330,0.9090909090909091,0
12556,50,2,603.71,301.855,151,0.3973509933774835,1
12557,16,5,11990.960000000001,2398.192,372,0.4032258064516129,0
12558,8,1,269.96,269.96,8,3.75,1
12559,311,2,561.71,280.855,320,0.1875,0
12560,5,3,2134.01,711.3366666666667,143,0.6293706293706294,1
12561,303,1,238.85,238.85,303,0.09900990099009901,0
12562,8,7,3781.7400000000002,540.2485714285715,199,1.0552763819095476,1
12564,261,1,456.9,456.9,261,0.1149425287356322,0
12565,289,1,145.92,145.92,289,0.10380622837370243,0
12566,86,1,351.65,351.65,86,0.3488372093023256,1
12567,23,10,9401.28,940.128,370,0.8108108108108107,0
12569,2,32,4124.69,128.8965625,252,3.8095238095238093,0
12571,40,2,519.61,259.805,122,0.49180327868852464,1
12572,9,2,1020.42,510.21,52,1.1538461538461537,1
12573,227,1,160.54000000000002,160.54000000000002,227,0.13215859030837004,0
12574,316,1,218.45,218.45,316,0.0949367088607595,0
12576,36,5,1315.83,263.166,305,0.49180327868852464,0
12577,35,3,657.8,219.26666666666665,359,0.25069637883008355,0
12578,21,2,2794.51,1397.255,330,0.18181818181818182,0
12579,78,1,440.42,440.42,78,0.3846153846153846,1
12580,247,1,415.7,415.7,247,0.12145748987854252,0
12581,40,1,197.71,197.71,40,0.75,1
12582,239,2,511.36,255.68,289,0.20761245674740486,0
12583,3,15,7281.38,485.42533333333336,374,1.2032085561497325,0
12584,4,9,2338.15,259.7944444444445,280,0.9642857142857142,0
12585,234,2,2040.1,1020.05,351,0.17094017094017094,0
12586,17,1,196.94000000000003,196.94000000000003,17,1.7647058823529411,1
12587,8,1,144.0,144.0,8,3.75,1
12588,39,1,214.89999999999998,214.89999999999998,39,0.7692307692307692,1
12589,29,2,646.68,323.34,145,0.4137931034482759,1
12590,211,2,9864.26,4932.13,211,0.2843601895734597,0
12591,317,1,452.84999999999997,452.84999999999997,317,0.09463722397476342,0
12592,92,2,437.6,218.8,213,0.28169014084507044,0
12593,109,3,418.09999999999997,139.36666666666665,219,0.4109589041095891,0
12594,38,10,3338.2200000000003,333.822,323,0.9287925696594427,0
12596,51,2,618.27,309.135,242,0.24793388429752067,0
12597,19,4,3811.22,952.805,268,0.44776119402985076,0
12598,10,8,3023.08,377.885,285,0.8421052631578947,0
12599,29,7,1032.58,147.51142857142855,304,0.6907894736842105,0
12600,29,10,2599.04,259.904,371,0.8086253369272237,0
12601,190,5,577.0600000000001,115.412,333,0.45045045045045046,0
12602,59,1,153.12,153.12,59,0.5084745762711864,1
12603,22,1,739.1999999999999,739.1999999999999,22,1.3636363636363638,1
12604,79,2,254.18,127.09,262,0.22900763358778628,0
12607,60,1,1579.51,1579.51,60,0.5,1
12609,78,3,1126.85,375.6166666666666,318,0.2830188679245283,0
12610,23,5,2099.54,419.908,126,1.1904761904761905,1
12611,52,1,1193.32,1193.32,52,0.5769230769230769,1
12612,74,1,704.0400000000001,704.0400000000001,74,0.4054054054054054,1
12613,57,5,3344.38,668.876,262,0.5725190839694657,0
12614,278,1,315.6,315.6,278,0.1079136690647482,0
12615,2,4,2291.19,572.7975,168,0.7142857142857143,1
12616,95,2,713.3,356.65,297,0.20202020202020202,0
12617,29,1,355.53,355.53,29,1.0344827586206897,1
12618,22,1,177.31,177.31,22,1.3636363636363638,1
12619,16,9,3641.24,404.5822222222222,253,1.0671936758893281,0
12620,15,3,1339.41,446.47,205,0.43902439024390244,1
12621,2,20,13689.67,684.4835,366,1.639344262295082,0
12622,232,1,180.1,180.1,232,0.12931034482758622,0
12623,276,1,305.1,305.1,276,0.10869565217391305,0
12624,106,2,641.13,320.565,178,0.33707865168539325,1
12625,212,2,2683.82,1341.91,319,0.18808777429467086,0
12626,23,9,6620.48,735.6088888888888,327,0.8256880733944953,0
12627,11,7,4478.53,639.79,140,1.5,1
12628,4,3,786.46,262.15333333333336,65,1.3846153846153848,1
12630,10,2,1270.88,635.44,44,1.3636363636363638,1
12631,57,1,640.5,640.5,57,0.5263157894736842,1
12633,59,4,2163.98,540.995,288,0.4166666666666667,0
12635,90,2,1689.18,844.59,155,0.3870967741935484,1
12637,67,8,6021.9,752.7375,324,0.7407407407407407,0
12638,33,1,671.69,671.69,33,0.9090909090909091,1
12639,239,1,486.1,486.1,239,0.12552301255230125,0
12640,24,3,1174.58,391.52666666666664,82,1.0975609756097562,1
12641,115,1,185.9,185.9,115,0.2608695652173913,1
12642,25,3,1013.26,337.75333333333333,108,0.8333333333333333,1
12643,128,6,3344.64,557.4399999999999,333,0.5405405405405406,0
12644,130,1,477.91,477.91,130,0.23076923076923078,1
12645,34,4,1775.18,443.795,316,0.379746835443038,0
12646,5,2,1346.97,673.485,49,1.2244897959183674,1
12647,22,12,3722.82,310.235,369,0.975609756097561,0
12648,155,1,318.05,318.05,155,0.1935483870967742,1
12649,107,3,623.51,207.83666666666667,212,0.42452830188679247,0
12650,3,1,314.44,314.44,3,10.0,1
12651,335,1,114.0,114.0,335,0.08955223880597016,0
12652,331,1,919.98,919.98,331,0.09063444108761329,0
12653,149,2,2209.85,1104.925,297,0.20202020202020202,0
12654,11,5,601.98,120.396,295,0.5084745762711864,0
12656,17,5,4051.17,810.234,234,0.6410256410256411,0
12657,11,4,1643.18,410.795,79,1.518987341772152,1
12658,19,1,686.05,686.05,19,1.5789473684210527,1
12659,30,1,91.68,91.68,30,1.0,1
12660,11,1,245.1,245.1,11,2.7272727272727275,1
12662,1,11,3849.78,349.98,373,0.8847184986595175,0
12664,8,9,4881.88,542.4311111111111,323,0.8359133126934983,0
12665,325,1,63.0,63.0,325,0.0923076923076923,0
12667,58,1,620.13,620.13,58,0.5172413793103449,1
12668,12,4,3807.15,951.7875,356,0.33707865168539325,0
12669,151,3,2744.0299999999997,914.6766666666666,257,0.3501945525291829,0
12670,10,5,2996.05,599.21,233,0.6437768240343348,0
12672,330,1,225.89999999999998,225.89999999999998,330,0.09090909090909091,0
12673,5,2,610.52,305.26,327,0.18348623853211007,0
12674,39,4,1970.6,492.65,208,0.5769230769230769,1
12676,25,6,1331.39,221.89833333333334,311,0.5787781350482315,0
12678,42,12,17628.46,1469.0383333333332,354,1.0169491525423728,0
12679,59,4,1113.02,278.255,284,0.4225352112676056,0
12680,1,4,862.81,215.7025,113,1.0619469026548674,1
12681,15,22,13787.54,626.7063636363637,368,1.7934782608695652,0
12682,4,31,12288.22,396.3941935483871,371,2.5067385444743935,0
12683,4,15,8476.57,565.1046666666666,366,1.2295081967213115,0
12684,8,7,2283.63,326.23285714285714,213,0.9859154929577465,1
12685,28,6,2863.08,477.18,94,1.9148936170212767,1
12686,372,1,89.14,89.14,372,0.08064516129032258,0
12688,114,1,4873.8099999999995,4873.8099999999995,114,0.2631578947368421,1
12689,26,2,1247.61,623.805,128,0.46875,1
12690,206,1,389.01,389.01,206,0.14563106796116507,0
12691,28,6,1035.8,172.63333333333333,357,0.5042016806722689,0
12693,127,4,855.91,213.9775,319,0.3761755485893417,0
12694,70,2,869.67,434.835,183,0.3278688524590164,1
12695,7,4,582.1,145.525,210,0.5714285714285714,1
12697,29,3,957.59,319.19666666666666,169,0.5325443786982248,1
12700,8,4,4939.99,1234.9975,215,0.5581395348837209,1
12701,80,2,797.71,398.855,242,0.24793388429752067,0
12702,20,1,219.0,219.0,20,1.5,1
12703,71,1,283.55,283.55,71,0.4225352112676056,1
12704,7,8,2340.84,292.605,170,1.4117647058823528,1
12705,15,9,6868.29,763.1433333333333,357,0.7563025210084033,0
12707,292,1,603.42,603.42,292,0.10273972602739727,0
12708,30,10,2712.91,271.291,369,0.8130081300813008,0
12709,15,15,9736.52,649.1013333333334,367,1.226158038147139,0
12710,97,3,1149.02,383.00666666666666,201,0.44776119402985076,0
12712,29,13,4396.13,338.1638461538462,371,1.0512129380053907,0
12713,1,1,848.55,848.55,1,30.0,1
12714,9,5,4708.86,941.7719999999999,295,0.5084745762711864,0
12715,106,1,353.86,353.86,106,0.2830188679245283,1
12716,4,2,1053.49,526.745,133,0.45112781954887216,1
12717,151,2,1030.98,515.49,246,0.24390243902439027,0
12718,71,1,238.25,238.25,71,0.4225352112676056,1
12719,5,2,644.95,322.475,65,0.9230769230769231,1
12720,3,25,5781.73,231.26919999999998,369,2.0325203252032518,0
12721,32,6,2656.13,442.68833333333333,355,0.5070422535211268,0
12722,85,4,997.63,249.4075,151,0.794701986754967,1
12723,4,5,725.07,145.014,65,2.307692307692308,1
12724,5,4,1031.41,257.8525,332,0.3614457831325301,0
12725,371,1,427.8,427.8,371,0.08086253369272237,0
12726,28,7,2609.1,372.7285714285714,357,0.5882352941176471,0
12727,11,7,3980.7,568.6714285714286,320,0.65625,0
12728,71,4,836.33,209.0825,332,0.3614457831325301,0
12729,114,1,453.01,453.01,114,0.2631578947368421,1
12731,24,12,18895.91,1574.6591666666666,365,0.9863013698630138,0
12732,180,1,236.26000000000002,236.26000000000002,180,0.16666666666666666,0
12733,234,1,383.95,383.95,234,0.12820512820512822,0
12734,353,1,110.39999999999999,110.39999999999999,353,0.08498583569405098,0
12735,315,2,779.5699999999999,389.78499999999997,337,0.17804154302670624,0
12736,333,1,234.0,234.0,333,0.0900900900900901,0
12738,372,1,155.35,155.35,372,0.08064516129032258,0
12739,78,2,1013.04,506.52,99,0.6060606060606061,1
12740,64,1,427.6,427.6,64,0.46875,1
12743,134,2,546.43,273.215,134,0.44776119402985076,1
12744,52,7,21279.29,3039.8985714285714,318,0.6603773584905661,0
12747,2,11,4196.01,381.4554545454546,369,0.8943089430894309,0
12748,1,209,33719.73,161.3384210526316,374,16.764705882352942,2
12749,4,5,4090.88,818.176,213,0.7042253521126761,1
12750,129,1,275.88,275.88,129,0.23255813953488372,1
12752,81,1,4366.78,4366.78,81,0.37037037037037035,1
12753,23,6,21429.39,3571.565,363,0.49586776859504134,0
12754,236,3,3010.74,1003.5799999999999,309,0.2912621359223301,0
12755,281,2,3811.95,1905.975,366,0.1639344262295082,0
12756,87,1,112.07999999999998,112.07999999999998,87,0.3448275862068966,1
12757,16,13,7857.1,604.3923076923077,211,1.8483412322274881,0
12758,117,2,2791.59,1395.795,277,0.21660649819494587,0
12759,52,3,1531.44,510.48,276,0.32608695652173914,0
12762,8,2,1898.52,949.26,25,2.4,1
12763,138,2,494.08,247.04,369,0.16260162601626016,0
12764,317,1,1693.88,1693.88,317,0.09463722397476342,0
12766,4,7,6989.63,998.5185714285715,366,0.5737704918032788,0
12769,239,1,1143.6,1143.6,239,0.12552301255230125,0
12770,211,1,1351.45,1351.45,211,0.14218009478672985,0
12772,60,1,892.47,892.47,60,0.5,1
12775,17,5,1386.04,277.20799999999997,311,0.4823151125401929,0
12778,20,6,822.23,137.03833333333333,312,0.5769230769230769,0
12779,38,8,3981.36,497.67,371,0.6469002695417789,0
12781,64,2,826.74,413.37,285,0.21052631578947367,0
12782,5,5,2330.92,466.184,358,0.41899441340782123,0
12783,2,6,2225.91,370.98499999999996,75,2.4,1
12784,9,2,574.42,287.21,15,4.0,1
12785,364,1,311.95,311.95,364,0.08241758241758242,0
12787,10,3,463.66,154.55333333333334,193,0.46632124352331605,1
12789,65,1,91.85,91.85,65,0.46153846153846156,1
12790,192,1,324.92,324.92,192,0.15625,0
12791,374,1,192.60000000000002,192.60000000000002,374,0.08021390374331551,0
12792,257,1,400.53999999999996,400.53999999999996,257,0.11673151750972763,0
12793,335,2,545.48,272.74,371,0.16172506738544473,0
12794,53,2,860.41,430.205,99,0.6060606060606061,1
12795,19,1,430.48,430.48,19,1.5789473684210527,1
12797,366,1,254.03,254.03,366,0.0819672131147541,0
12798,10,3,6977.04,2325.68,171,0.5263157894736842,1
12802,187,1,427.58,427.58,187,0.16042780748663102,0
12808,37,3,483.65000000000003,161.21666666666667,369,0.24390243902439024,0
12809,178,1,489.31,489.31,178,0.16853932584269662,0
12811,261,3,514.85,171.61666666666667,284,0.31690140845070425,0
12812,45,1,229.64000000000001,229.64000000000001,45,0.6666666666666666,1
12814,102,1,125.92,125.92,102,0.29411764705882354,1
12815,148,2,1063.46,531.73,198,0.30303030303030304,0
12816,96,2,572.2,286.1,176,0.34090909090909094,1
12817,281,1,166.04,166.04,281,0.10676156583629892,0
12818,262,1,1542.08,1542.08,262,0.11450381679389314,0
12820,3,4,942.34,235.585,327,0.36697247706422015,0
12821,214,1,92.72,92.72,214,0.14018691588785046,0
12822,71,2,948.88,474.44,87,0.6896551724137931,1
12823,75,5,1759.5,351.9,297,0.5050505050505051,0
12824,60,1,397.12,397.12,60,0.5,1
12826,3,7,1474.72,210.67428571428573,365,0.5753424657534247,0
12827,6,3,430.15000000000003,143.38333333333335,44,2.0454545454545454,1
12828,3,6,1018.71,169.785,130,1.3846153846153848,1
12829,337,2,293.0,146.5,360,0.16666666666666666,0
12830,38,6,6814.64,1135.7733333333333,172,1.0465116279069768,1
12831,262,1,215.05,215.05,262,0.11450381679389314,0
12832,32,2,383.03,191.515,98,0.6122448979591837,1
12833,145,1,417.38,417.38,145,0.20689655172413796,1
12834,283,1,312.38,312.38,283,0.10600706713780919,0
12836,59,4,2612.86,653.215,312,0.3846153846153846,0
12837,173,1,134.1,134.1,173,0.17341040462427745,0
12838,34,2,683.13,341.565,374,0.16042780748663102,0
12839,3,14,5591.42,399.38714285714286,367,1.1444141689373297,0
12840,144,4,2726.77,681.6925,227,0.5286343612334802,0
12841,5,25,4022.35,160.894,372,2.0161290322580645,0
12842,70,2,1118.99,559.495,309,0.1941747572815534,0
12843,66,8,1702.26,212.7825,264,0.9090909090909091,0
12844,29,2,325.96000000000004,162.98000000000002,130,0.46153846153846156,1
12845,267,4,354.09,88.5225,290,0.4137931034482759,0
12847,22,1,871.54,871.54,22,1.3636363636363638,1
12849,31,2,1050.8899999999999,525.4449999999999,269,0.22304832713754646,0
12851,97,1,135.18,135.18,97,0.30927835051546393,1
12852,295,1,311.55,311.55,295,0.10169491525423728,0
12853,135,6,1957.1000000000001,326.18333333333334,316,0.569620253164557,0
12854,79,3,1324.5,441.5,318,0.2830188679245283,0
12855,373,1,38.1,38.1,373,0.08042895442359249,0
12856,8,6,2179.93,363.32166666666666,64,2.8125,1
12857,211,2,1106.4,553.2,303,0.19801980198019803,0
12863,52,1,521.2,521.2,52,0.5769230769230769,1
12864,138,1,147.12,147.12,138,0.2173913043478261,1
12865,26,2,1568.23,784.115,124,0.48387096774193544,1
12866,283,1,559.12,559.12,283,0.10600706713780919,0
12867,26,7,4036.82,576.6885714285714,360,0.5833333333333334,0
12868,186,6,1607.0600000000002,267.84333333333336,374,0.48128342245989303,0
12871,84,2,380.64,190.32,207,0.2898550724637681,0
12872,327,2,599.97,299.985,365,0.16438356164383564,0
12873,282,1,374.0,374.0,282,0.10638297872340426,0
12875,143,2,343.2300000000001,171.61500000000004,363,0.1652892561983471,0
12876,58,2,2218.02,1109.01,196,0.30612244897959184,1
12877,4,12,1535.77,127.98083333333334,359,1.0027855153203342,0
12878,236,2,854.99,427.495,266,0.22556390977443608,0
12879,45,3,573.22,191.07333333333335,92,0.9782608695652173,1
12881,276,1,298.0,298.0,276,0.10869565217391305,0
12882,9,2,1463.04,731.52,34,1.7647058823529411,1
12883,25,4,703.47,175.8675,89,1.348314606741573,1
12884,88,1,309.05,309.05,88,0.34090909090909094,1
12885,63,3,1175.22,391.74,124,0.7258064516129031,1
12886,68,2,1378.4,689.2,220,0.27272727272727276,0
12888,214,2,354.12,177.06,255,0.23529411764705882,0
12890,24,1,380.46999999999997,380.46999999999997,24,1.25,1
12891,186,3,331.0,110.33333333333333,293,0.3071672354948805,0
12893,31,1,188.14,188.14,31,0.9677419354838709,1
12895,42,2,372.8,186.4,87,0.6896551724137931,1
12897,205,2,216.5,108.25,302,0.19867549668874174,0
12901,9,28,17654.54,630.5192857142857,271,3.0996309963099633,0
12902,265,1,138.68,138.68,265,0.11320754716981131,0
12904,18,2,509.58,254.79,172,0.3488372093023256,1
12906,12,5,2919.81,583.962,78,1.923076923076923,1
12908,176,2,750.0,375.0,313,0.19169329073482427,0
12909,40,5,2178.67,435.73400000000004,253,0.5928853754940712,0
12910,23,8,3075.04,384.38,242,0.9917355371900827,0
12912,3,5,1662.3,332.46,41,3.658536585365854,1
12913,5,5,2483.63,496.726,368,0.4076086956521739,0
12915,149,2,363.65,181.825,373,0.16085790884718498,0
12916,139,4,3006.15,751.5375,321,0.3738317757009346,0
12917,128,1,594.0,594.0,128,0.234375,1
12919,8,6,1335.19,222.53166666666667,170,1.0588235294117647,1
12920,17,1,164.23,164.23,17,1.7647058823529411,1
12921,9,37,16587.09,448.29972972972973,373,2.975871313672922,0
12922,161,1,405.38,405.38,161,0.1863354037267081,1
12923,64,1,176.97,176.97,64,0.46875,1
12924,88,4,933.7,233.425,328,0.36585365853658536,0
12925,5,2,694.05,347.025,75,0.8,1
12928,35,5,2062.7000000000003,412.5400000000001,359,0.4178272980501393,0
12929,312,1,117.85,117.85,312,0.09615384615384615,0
12930,78,2,415.8,207.9,171,0.3508771929824561,1
12931,22,15,42055.96,2803.730666666667,358,1.2569832402234637,0
12933,24,3,607.53,202.51,284,0.31690140845070425,0
12935,2,7,2160.7,308.6714285714285,319,0.658307210031348,0
12936,17,4,1063.9,265.975,78,1.5384615384615383,1
12937,15,4,1504.27,376.0675,267,0.449438202247191,0
12938,26,1,114.14,114.14,26,1.1538461538461537,1
12939,64,8,11581.8,1447.725,335,0.7164179104477613,0
12940,55,2,913.54,456.77,88,0.6818181818181819,1
12942,131,3,683.9,227.96666666666667,366,0.24590163934426232,0
12944,36,2,604.51,302.255,355,0.16901408450704225,0
12945,288,1,462.95,462.95,288,0.10416666666666667,0
12947,144,6,1603.99,267.33166666666665,373,0.48257372654155495,0
